scorer,,,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080
bodyparts,,,Nose,Nose,Nose,Left_ear,Left_ear,Left_ear,Right_ear,Right_ear,Right_ear,Front_left_paw,Front_left_paw,Front_left_paw,Front_right_paw,Front_right_paw,Front_right_paw,Body_center,Body_center,Body_center,Tail_start,Tail_start,Tail_start,Tail_end,Tail_end,Tail_end
coords,,,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
labeled-data,fixed_J6-491,img09714.png,295.61685,579.71936,1.0,292.2908,550.8402,1.0,264.78088,560.38245,0.98369634,299.8505,527.8191,0.86132395,250.98848,535.42847,0.8875884,263.977,499.6742,1.0,247.36777,445.20465,1.0,293.40247,344.20917,0.8536536
labeled-data,fixed_J6-491,img07322.png,506.9382,972.90845,0.061442647,457.0213,904.84607,0.171905,427.6628,937.87384,0.055555325,451.82413,912.82214,0.40837744,506.201,937.7606,0.33747128,468.75558,949.1632,0.8431112,503.58023,971.10114,0.30161837,911.60236,163.11359,0.9526603
labeled-data,fixed_J6-491,img07268.png,1189.1312,714.6968,0.055523448,312.00543,892.5332,0.16913624,311.26425,892.4213,0.07629468,294.2362,913.588,0.21736784,281.23016,924.2845,0.17308731,451.76343,57.03154,0.123236485,377.78436,885.41364,0.16805212,542.2601,785.2283,0.83272505
labeled-data,fixed_J6-491,img07167.png,216.90533,913.8515,0.99034894,216.6532,879.8616,0.9492778,188.30515,891.56854,0.99835515,223.94437,854.89996,0.9947818,171.86331,862.65,0.91585314,185.52399,825.8265,1.0,175.20897,773.4053,1.0,900.5227,387.06226,1.0
labeled-data,fixed_J6-491,img07578.png,1272.3882,409.47107,0.23059143,1193.0753,677.454,0.028850574,1186.6104,688.39856,0.054961663,1251.4369,83.78404,0.049200628,1274.5271,82.71586,0.11504682,1278.6294,57.119762,0.049077798,1264.5651,379.4489,0.019899588,995.5555,378.9955,0.054764204
labeled-data,fixed_J6-491,img07362.png,804.77313,774.26495,0.40778726,945.13983,844.7841,0.6774108,825.2609,752.3726,0.8250894,929.31824,758.70667,0.5872479,875.5375,830.4883,0.5596299,918.67664,805.59296,0.42160425,804.38617,771.37646,0.73775184,936.79987,915.614,0.1454427
labeled-data,fixed_J6-491,img07755.png,328.0428,420.89102,0.9349279,351.8976,443.25037,0.8866366,351.67178,407.43298,0.93058735,374.22766,454.08817,0.91778433,372.70312,406.9723,0.97344613,397.00168,431.79803,1.0,441.4612,436.25864,1.0,1143.5178,304.02338,0.6654868
labeled-data,fixed_J6-491,img07383.png,1270.8943,407.39877,0.0560369,1176.9617,14.773401,0.030649314,1184.998,687.71277,0.06745895,1142.1002,27.621056,0.059890583,1273.1077,82.78188,0.08963073,1270.7982,52.728607,0.07785038,4.933853,286.2052,0.040857863,1003.1351,947.7875,0.62467575
labeled-data,fixed_J6-491,img08328.png,242.37012,445.85004,0.93206525,231.15614,423.17285,0.81907195,206.27817,440.67752,0.8381497,256.1003,416.73587,0.98543704,199.71265,386.0304,0.73326355,239.01431,395.99362,0.9376958,278.01694,376.6027,1.0,391.80136,341.95245,1.0
labeled-data,fixed_J6-491,img06453.png,663.3546,888.96295,0.9364871,706.2052,894.18884,0.92898196,697.2788,863.61346,1.0,727.13916,899.971,0.8500352,721.5906,856.7967,0.8970399,751.6632,877.4967,1.0,783.42053,862.9476,1.0,1116.7753,6.4797134,0.66539514
labeled-data,fixed_J6-491,img06777.png,633.2368,729.61914,1.0,607.65466,749.91266,0.89257187,622.3772,769.9816,1.0,583.2474,749.3923,1.0,603.6728,790.0259,1.0,566.11786,784.5577,0.9867147,523.2617,804.0205,1.0,419.16656,889.0151,1.0
labeled-data,fixed_J6-491,img07098.png,394.4706,232.4292,0.6731644,419.6052,244.93805,0.6288333,421.3788,215.4766,0.71760505,465.82367,251.62617,0.7142098,458.43604,210.97574,0.681622,495.18466,227.97046,0.49379745,542.34265,213.86536,0.5303025,991.8401,165.21297,0.8862995
labeled-data,fixed_J6-491,img07091.png,601.1374,239.03299,0.5696792,634.6804,251.88219,0.91334295,630.6131,223.71866,0.66609395,666.18195,262.21692,0.67905784,661.17206,221.7931,0.85023284,696.0917,238.16985,0.64340657,751.3899,247.61076,0.80103004,903.531,286.21674,1.0
labeled-data,fixed_J6-491,img18663.png,825.6253,558.9658,0.91083336,842.8553,536.0734,1.0,816.905,528.5688,1.0,853.0507,513.32654,1.0,807.6129,504.94403,0.9440688,836.0251,480.8093,0.99318486,832.86646,431.85556,1.0,748.4964,352.18765,1.0
labeled-data,fixed_J6-491,img07685.png,585.46136,525.43695,0.76425326,581.1568,559.6643,0.62759835,605.59265,545.622,0.74475455,600.1413,611.0156,0.35854724,636.67,578.8964,0.57314575,692.0884,653.5526,0.30097708,6.5603304,291.03342,0.024869567,1238.9375,312.38306,1.0
labeled-data,fixed_J6-491,img18611.png,824.29803,445.8696,1.0,803.94745,418.6947,1.0,791.76447,439.72617,1.0,792.6187,401.64612,0.7857018,766.87665,436.19086,0.96949506,752.7559,400.95462,0.92333454,716.25165,359.86636,1.0,1005.44037,956.7821,0.11625374
labeled-data,fixed_J6-491,img18968.png,807.4796,816.4874,0.91886413,840.3256,839.0346,1.0,847.55194,816.93414,1.0,840.04944,857.47015,0.9700978,867.79553,815.5722,0.93605494,872.0278,856.67377,0.93570477,862.7293,890.34106,1.0,1115.0138,328.1785,0.8860939
labeled-data,fixed_J6-491,img07311.png,481.39038,868.21014,0.15349889,464.8027,869.9832,0.13226716,480.03894,877.58777,0.16533461,437.71576,896.1185,0.37398377,487.6933,917.30646,0.3552229,451.32648,945.5962,0.7772973,495.24805,969.40247,0.5353796,713.15796,507.89932,0.9570283
labeled-data,fixed_J6-491,img01312.png,791.6167,859.96875,1.0,826.8752,878.6009,1.0,824.4594,850.94196,1.0,839.8553,883.71765,0.81042624,839.7475,834.9295,1.0,862.4069,863.8124,0.90226954,860.8072,895.4401,0.7217513,772.97266,899.5703,0.87789404
labeled-data,fixed_J6-491,img07652.png,1269.936,410.70407,0.063190006,1192.8524,910.8211,0.018401034,1188.878,912.12854,0.043701958,1251.953,83.44936,0.05189832,1274.9493,82.47074,0.12586743,1278.7665,57.119656,0.05253201,1271.8724,409.63135,0.019341953,13.421528,749.0321,0.081215754
