scorer,,,Anir,Anir,Anir,Anir,Anir,Anir,Anir,Anir,Anir,Anir,Anir,Anir,Anir,Anir,Anir,Anir
bodyparts,,,Nose,Nose,Left_ear,Left_ear,Right_ear,Right_ear,Front_left_paw,Front_left_paw,Front_right_paw,Front_right_paw,Body_center,Body_center,Tail_start,Tail_start,Tail_end,Tail_end
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,J1-491,img01331.png,884.5989379585222,796.0366812259913,869.0606529656334,812.9664544271984,899.9053082500246,827.5770806145417,844.9415240214479,818.0685778576992,890.3968054931822,847.2898302323856,859.3202355074046,849.6089772462497,877.6414969169302,878.3664002181633,930.0542194302566,816.2132602466082
labeled-data,J1-491,img03149.png,878.1053263197031,827.3451659131553,902.456369965275,813.1983691285849,877.1776675141575,807.4005015939249,914.2840197359815,790.7026430941041,869.988311771179,777.9473345178521,901.9925405625022,754.5239496778257,906.6308345902303,706.053777088068,896.4265877292287,577.1092031172296
labeled-data,J1-491,img04125.png,602.8225757740463,854.4791859753641,635.5225486695286,866.0749210446841,629.2608517320958,839.1728156838617,657.786360002623,868.3940680585481,654.3076394818271,817.8366631563129,683.7608065578999,832.447289343656,723.1863057935878,813.6621985313577,839.839400590947,747.7984233376201
labeled-data,J1-491,img05012.png,863.9585295351327,788.6154107816265,875.7861793058391,817.8366631563129,898.7457347430927,799.0515723440145,878.8010704238623,837.5494127741568,917.2989108540047,809.7196486077889,914.2840197359815,844.7387685171352,913.1244462290495,867.4664092530024,799.4862425497136,871.6408738779577
labeled-data,J1-491,img05943.png,852.1308797644264,778.1792492192385,868.8287382642471,809.9515633091753,889.2372319862503,793.4856195107409,869.5244823684063,838.7089862810889,905.7031757846847,800.4430605523329,905.4712610832983,834.0706922533609,913.3563609304359,857.0302476906145,804.356451278828,879.5259737250952
labeled-data,J1-491,img09536.png,865.6246803939456,748.5566190813372,852.8693718176936,779.6331890671148,878.6119036715841,783.8076536920701,841.0417220469872,803.520403309914,889.2799799353584,801.4331709974364,871.1906332272192,822.7693235249852,880.4672212826752,852.9182347052172,930.3288820807512,811.8693325598244
labeled-data,J1-491,img09890.png,936.3586643167976,708.43537574149,899.9480561991328,706.5800581303988,910.6161324629072,734.8736516995397,873.2778655396968,702.8694229082164,897.1650797824959,750.180021991042,867.0161686022641,737.6566281161764,835.9395986164864,755.7459748243157,811.8204696723008,862.8905668648324
labeled-data,J1-491,img10556.png,322.70685155905136,539.9783697831333,340.7184780869042,558.561793978537,350.7249372690447,528.828315265891,382.74560665189426,581.1478018467969,391.0366728313821,533.6885954400735,420.77015154402807,567.7105566593511,460.22419060503915,584.0067901845514,536.8450780568577,685.7867750086089
labeled-data,J1-491,img10600.png,227.2166410780536,359.2903068370537,218.35377723101487,390.45327971857694,247.51545827611,378.1596298662328,236.65130259264316,432.48040828356693,272.6745556483489,403.8905249060227,282.10921716293853,443.3445639670337,310.41320170670735,480.2255135240657,371.88145096842743,595.7286423693445
labeled-data,J1-491,img11313.png,687.2278558978004,643.759646443619,704.9535835918779,674.0649228238159,721.821614784629,648.0481289502507,729.2549844627904,697.7945260271777,749.2679028270713,653.4802067919841,763.2769456820681,682.0700901695283,791.009132558286,701.5112108662584,885.0698488704065,792.7129388406245
labeled-data,J1-491,img11354.png,607.462081274452,699.2240201960548,634.6224704831191,710.945872380848,631.7634821453646,681.2123936682019,666.3572410321931,712.0894677159497,654.9212876811754,663.4866659741244,684.9406652275968,679.4970006655492,714.102346272692,663.2007671403491,847.0453039782727,696.3650318583004
labeled-data,J1-491,img11554.png,738.9755448111555,520.251350252628,726.1100972912607,529.9719106009929,751.2691946634995,546.8399417937441,708.3843695971832,532.545000104972,734.115264636973,576.5734205063901,698.6638092488181,560.8489846487407,658.3520736864807,565.9951636566988,530.2693961550825,525.9693269281368
labeled-data,J1-491,img11709.png,994.5633088462439,223.20135389256382,941.3861257640117,217.48337721705497,944.5310129355415,255.5079221091888,926.805285241464,230.6347235707253,939.3848339275835,279.2375253125505,912.510343552692,262.083595286024,881.0614718373934,267.2297742939819,749.5480083006898,269.5169649641855
labeled-data,J1-491,img11718.png,998.5658925191001,241.78477808796757,948.5335966083977,227.48983639919544,947.1041024395205,267.2297742939819,928.5206782441168,233.49371190847972,933.0950595845238,283.2401089854067,917.6565225606499,258.93870811449415,883.0627636738213,266.9438754602065,757.5531756464022,264.0848871224521
labeled-data,J1-491,img11905.png,459.6797348268566,502.136693811016,441.35237832582993,495.4401597048717,434.30339505620424,523.283643619893,433.950945892723,478.52259985777005,399.4109278715572,514.8248636963423,402.93541950637,483.10443898302674,400.468275362001,441.8678868557166,463.20422646166946,336.8380361382942
labeled-data,J1-491,img11975.png,479.0644388183272,488.7436255987273,455.4503448650812,472.5309640785882,454.7454465381187,503.89893962842245,437.82788669101706,465.8344299724439,446.2866666145678,517.2920078407112,418.7956318630278,491.9156680700588,384.6080630053433,503.5464904649412,256.66901666163744,512.7101687154545
labeled-data,J1-491,img12102.png,470.2532097312951,488.03872727176474,440.6474799988673,470.4162690977006,445.229319124124,507.070982099754,427.60686095005985,465.4819808089626,433.5984967292417,520.8164994755241,407.16480946814545,495.0877105413904,383.19826635141817,503.5464904649412,258.4312624790439,506.7185329362727
labeled-data,J1-491,img12343.png,446.99156494153044,548.6599833905454,454.3929973746374,533.8571185243316,427.95931011354116,541.6110001209197,451.92585323026844,495.0877105413904,405.402563650739,522.9311944564117,412.80399608384596,490.5058714161337,384.255613841862,503.1940413014599,264.0704490947444,526.4556860912246
labeled-data,J1-491,img12551.png,476.94974383743954,503.1940413014599,461.79442980774434,484.8666848004332,454.7454465381187,515.5297620233048,445.93421745108657,474.29320989599466,443.1146241432363,522.5787452929305,423.7299201517657,495.79260886835294,394.8290887463005,494.3828122144278,297.20067046198506,541.6110001209197
labeled-data,J1-491,img12804.png,427.60686095005985,552.5369241888395,447.3440141050117,544.7830425922514,417.03338604562134,543.7256951018074,458.9748364998941,523.9885419468555,409.9844027759957,526.4556860912246,430.4264542579101,498.25975301272194,391.3045971114877,495.79260886835294,300.3727129333166,525.750787764262
labeled-data,J1-491,img12836.png,478.00709132788336,511.6528212250107,458.9748364998941,491.9156680700588,460.3846331538192,522.2262961294492,444.52442079716144,479.5799473482139,437.82788669101706,527.8654827451497,418.7956318630278,496.8499563587968,390.9521479480064,495.0877105413904,319.4049677613059,528.5703810721122
labeled-data,J1-491,img12891.png,491.0477103766908,472.88341324206954,469.1958622408513,470.4162690977006,479.4168879818085,495.79260886835294,445.5817682876053,468.65402328029415,460.3846331538192,512.7101687154545,429.3691067674663,495.4401597048717,395.53398707326306,505.3087362823476,299.31536544287275,530.685076053
labeled-data,J1-491,img12995.png,426.9019626230973,434.818903586091,415.6235893916962,455.2609550680054,444.1719716336802,450.6791159427487,407.5172586316267,483.80933730998936,457.21259068248764,475.35055738643854,434.30339505620424,505.6611854458289,433.5984967292417,539.8487543035134,338.4372225892952,553.2418225158021
labeled-data,J1-491,img13121.png,443.11462414323626,556.766314150615,481.1791337992148,541.6110001209197,459.6797348268566,552.1844750253583,474.4825996930705,512.3577195519733,437.47543752753575,545.4879409192139,431.4838017483539,519.0542536581177,415.2711402282149,550.4222292079519,331.03579015618817,615.272875288508
labeled-data,J1-491,img13172.png,474.1301505295892,545.8403900826952,477.65464216440193,527.8654827451497,461.0895314807817,548.6599833905456,467.08116725996354,508.48077875367926,440.6474799988673,546.1928392461766,430.0740050944288,519.0542536581178,412.45154692036465,553.2418225158023,340.1994684067016,622.3218585581337
labeled-data,J1-491,img13217.png,477.65464216440205,531.3899743799627,468.84341307737,519.0542536581178,462.14687897122553,546.5452884096578,450.8685057398245,499.3171005031659,444.5244207971614,543.7256951018076,422.3201234978406,522.2262961294493,414.2137927377711,552.1844750253583,340.1994684067016,623.0267568850963
labeled-data,J1-491,img13220.png,479.0644388183272,533.152220197369,468.49096391388866,516.2346603502675,464.6140231155946,544.4305934287702,445.229319124124,500.37444799360975,440.9999291623486,545.8403900826953,415.2711402282149,551.8320258618771,340.90436673366423,621.6169602311711,,
labeled-data,J1-491,img13306.png,446.63911577804913,566.9873398915722,460.3846331538192,552.5369241888397,434.6558442196855,564.167746583722,458.62238733641277,527.8654827451498,410.3368519394769,549.7173308809893,413.15644524732716,523.9885419468557,417.38583520910254,559.233458294984,350.0680449841775,624.7890027025026
labeled-data,J1-491,img13308.png,447.69646326849295,569.8069331994225,459.6797348268566,552.5369241888395,435.7131917101293,564.5201957472032,455.8027940285624,523.6360927833744,411.04175026643946,550.0697800444706,413.50889441080847,517.2920078407112,414.9186910647336,556.766314150615,351.8302908015839,623.7316552120587
labeled-data,J1-491,img13330.png,446.2866666145678,568.044687382016,460.0321839903378,549.3648817175081,434.3033950562042,562.0530516028342,457.56503984596884,530.685076053,414.21379273777103,553.5942716792833,412.09909775688334,519.7591519850803,420.2054285169528,559.233458294984,352.88763829202776,625.8463501929465
labeled-data,J1-491,img13394.png,466.3762689330009,553.5942716792833,466.3762689330009,534.5620168512942,446.639115778049,555.7089666601712,457.21259068248753,514.472414532861,427.95931011354105,555.0040683332086,416.3284877186587,521.5213978024867,420.2054285169528,555.7089666601712,374.387037264386,633.6002317895347
labeled-data,J1-491,img13439.png,463.55667562515066,556.0614158236524,467.08116725996354,532.0948727069251,451.2209549033057,552.8893733523208,456.1552431920437,512.3577195519733,430.42645425791005,552.5369241888395,420.2054285169528,521.1689486390054,414.9186910647336,554.6516191697273,384.255613841862,623.0267568850962
labeled-data,J1-491,img13483.png,473.07280303914536,496.4975071953155,445.9342174510865,489.09607476220856,456.86014151900633,515.8822111867861,422.67257266132185,485.2191339639145,441.7048274893111,532.7997710338877,410.3368519394769,518.349355331155,412.4515469203646,550.7746783714331,383.9031646783807,624.7890027025026
labeled-data,J1-491,img13527.png,479.4168879818084,509.8905754076043,456.1552431920437,496.4975071953155,459.3272856633753,525.750787764262,437.827886691017,487.68627810828343,440.9999291623485,533.5046693608502,413.8613435742898,510.94792289804815,413.8613435742898,549.7173308809893,383.19826635141806,625.141451865984
labeled-data,J1-491,img13549.png,472.36790471218274,523.9885419468557,464.2615739521133,501.0793463205722,455.0978957015999,527.8654827451497,444.1719716336801,486.6289306178396,435.0082933831667,535.2669151782567,410.3368519394769,509.8905754076043,413.50889441080847,550.4222292079519,382.8458171879368,626.9036976833903
labeled-data,J1-491,img13702.png,471.3105572217389,497.90730384924063,446.9915649415303,492.97301556050274,452.98320072071215,523.283643619893,423.0250218248031,488.03872727176474,436.06564087361056,533.1522201973689,412.80399608384585,515.1773128598236,419.148081026509,548.6599833905454,386.72275798623093,624.08410437554
labeled-data,J1-491,img13933.png,504.44077858897947,663.910859848925,499.15404113676027,646.6408508383422,471.3105572217389,662.1486140315187,502.32608360809184,621.6169602311711,452.98320072071215,637.8296217513101,461.4419806442629,599.7651120953315,450.1636074128619,550.4222292079519,374.387037264386,460.54769252022464
labeled-data,J1-491,img13955.png,546.7346782067335,652.9849357810053,526.6450758883003,639.5918675687165,516.4240501473431,669.5500464646257,513.9569060029742,620.9120619042085,486.8183204149153,664.2633090124064,480.121786308771,629.018392664278,452.63075155723084,597.6504171144438,358.17437574424696,515.8822111867861
labeled-data,J1-491,img14059.png,808.1056988512454,805.6617013926616,780.9671132631865,797.2029214691108,786.2538507154059,827.1611003650199,753.8285276751278,782.4000566028969,760.8775109447533,835.2674311250894,727.7472895775128,823.6366087302071,683.6911441423524,817.9974221145065,580.4235392423363,769.3594375540895
labeled-data,J1-491,img14185.png,669.9456267665823,564.2340244079826,648.4462277942241,584.3236267264158,676.6421608727267,593.1348558134479,631.1762187836412,609.6999664970681,682.6337966519086,609.3475173335869,665.0113384778444,632.6091621233516,665.3637876413256,663.9771376731858,657.6099060447375,799.3176164499985
labeled-data,J1-491,img14326.png,410.1906040367714,804.956803065699,405.96121407499595,779.9329124585279,375.29813685212434,794.0308789977792,408.0759090558837,758.4335134861697,359.0854753319853,770.0643358810519,381.6422217947875,729.1802329172231,383.7569167756751,680.1897991933247,427.108163883873,573.7501518219772
labeled-data,J1-491,img14404.png,496.89309825316707,785.9245482377097,467.2873685207393,781.6951582759343,469.7545126651082,812.3582354988059,447.5502153657874,771.8265816984583,447.5502153657874,822.9317104032443,427.8130622108355,802.8421080848112,392.5681458627072,781.3427091124529,316.79157571423127,685.1240874820627
