scorer,,,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080
bodyparts,,,Nose,Nose,Nose,Left_ear,Left_ear,Left_ear,Right_ear,Right_ear,Right_ear,Front_left_paw,Front_left_paw,Front_left_paw,Front_right_paw,Front_right_paw,Front_right_paw,Body_center,Body_center,Body_center,Tail_start,Tail_start,Tail_start,Tail_end,Tail_end,Tail_end
coords,,,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
labeled-data,fixed_J6-564,img15634.png,1272.2643,409.64862,0.064165995,918.4092,532.215,0.021157747,1267.9337,930.5455,0.02368369,1270.598,966.6642,0.03389461,26.582338,214.01712,0.024188252,903.117,40.63634,0.099384226,932.5667,13.791947,0.03502759,908.0347,526.7158,0.9226297
labeled-data,fixed_J6-564,img15642.png,1272.0103,410.75436,0.29806098,1271.417,433.5357,0.022281658,1272.4412,433.83905,0.0315061,880.7402,22.462355,0.03298725,26.157537,212.37021,0.03261404,907.5692,41.253777,0.16903727,917.7075,20.612732,0.09362485,935.8318,484.69318,0.48640138
labeled-data,fixed_J6-564,img07809.png,231.55646,893.58795,0.9581387,265.57263,909.22534,0.98016053,264.49326,880.1927,0.9434786,305.79977,902.20355,0.8511544,290.35956,859.6032,0.8553007,337.28107,870.55945,0.933522,378.35052,862.24835,0.9780161,591.9685,89.19432,0.8447552
labeled-data,fixed_J6-564,img08138.png,1156.1185,89.547104,0.06397653,1169.2339,89.247894,0.4764943,1162.2114,67.13525,0.34641883,1191.0054,82.81705,0.40896818,1182.3235,53.108124,0.48760292,1233.5659,45.42179,0.31112844,452.25882,90.23541,0.50516117,909.8732,160.40303,1.0
labeled-data,fixed_J6-564,img07892.png,799.04285,711.29553,0.651254,844.1112,842.2436,0.8935982,822.7301,720.4243,0.848927,867.88715,826.7079,0.6054052,844.6926,748.4004,0.52567685,832.131,791.6424,0.6702821,890.61676,775.0297,0.3777763,1259.9905,370.83548,0.52802
labeled-data,fixed_J6-564,img07935.png,1271.6057,408.78757,0.15434754,1187.8752,83.96127,0.016786912,1260.2177,400.05276,0.017891314,1175.4575,86.194176,0.040287357,1194.7495,84.039314,0.12062754,450.45468,55.134533,0.050634935,4.43418,288.51147,0.015488274,51.63564,391.55533,0.12589435
labeled-data,fixed_J6-564,img07872.png,686.1538,665.75934,0.85524297,658.6386,661.87103,0.55816436,646.51605,688.6179,0.40761444,656.35785,669.65314,0.17814688,1143.3623,959.4361,0.117596336,1143.0834,923.2809,0.3887471,1100.8657,916.5574,0.061705776,661.51337,889.44434,0.9273828
labeled-data,fixed_J6-564,img08435.png,1270.003,407.03754,0.07543718,1165.8923,85.00105,0.052709308,1133.7373,59.44539,0.08233663,1176.2404,90.38678,0.3360543,1141.2688,52.021946,0.43267164,1179.295,59.855892,0.56554955,1168.0275,56.30954,0.031922307,168.088,207.80455,0.25688505
labeled-data,fixed_J6-564,img15411.png,787.16895,846.7659,0.87124753,804.1262,862.0218,1.0,801.6572,838.2186,1.0,824.4895,875.5222,0.91712534,818.1955,826.79803,1.0,843.16187,853.8631,1.0,796.44727,862.5161,0.5344099,572.4272,810.7632,1.0
labeled-data,fixed_J6-564,img08201.png,1271.2708,408.5843,0.11962715,1154.6019,88.33648,0.22080745,1150.9742,65.95743,0.22707307,1170.0,87.82096,0.32450065,1165.2083,55.995754,0.41995582,1214.4996,49.876904,0.2755851,1177.7139,67.30029,0.05355231,976.21136,93.27201,1.0
labeled-data,fixed_J6-564,img08630.png,1271.1877,408.5143,0.08388261,1167.6814,88.47085,0.29229152,1155.3569,68.76706,0.24186046,1187.7213,84.124374,0.37967852,1178.0696,53.08432,0.3494986,1206.0009,59.174652,0.20227428,1214.4152,33.776764,0.054159075,703.8802,482.59335,1.0
labeled-data,fixed_J6-564,img08054.png,1058.9369,75.62591,0.018608263,1156.811,78.012985,0.017991524,1076.136,53.311985,0.01194258,1174.4523,86.222534,0.047266465,1195.7522,83.751976,0.118365325,452.02808,55.031513,0.09841641,458.69275,85.93953,0.030792698,111.472275,762.22546,0.18598737
labeled-data,fixed_J6-564,img08014.png,1182.114,87.00327,0.05623593,1147.7935,76.5119,0.06100669,1149.3774,57.473705,0.19355536,1183.4915,29.418316,0.25039026,1159.8688,48.609802,0.42356777,1196.0334,55.348763,0.41592458,1166.3595,58.632233,0.042523615,912.0575,161.46965,0.6236818
labeled-data,fixed_J6-564,img07713.png,347.11868,824.5085,1.0,341.56607,860.16583,0.95916444,366.05594,861.01605,0.8658601,332.73282,872.50995,0.9958263,377.98517,868.6081,1.0,355.31674,895.3874,1.0,372.08853,911.10864,0.86829644,490.10144,916.32635,1.0
labeled-data,fixed_J6-564,img06754.png,353.55325,865.344,0.4158337,334.81168,898.5803,0.82482463,360.79175,889.4851,0.79077995,344.62024,866.82605,0.6691254,369.93546,892.566,0.5734695,351.58408,916.0402,0.96353567,379.77597,913.31024,1.0,487.5172,903.4934,1.0
labeled-data,fixed_J6-564,img08775.png,1270.29,407.40735,0.0637515,1186.8081,83.70593,0.02966208,726.113,540.23193,0.02675685,1175.2644,86.61937,0.05120324,1196.342,84.15157,0.15028761,1179.5631,64.801155,0.039221507,1202.4377,83.95389,0.017789412,1198.75,859.9858,0.62343127
labeled-data,fixed_J6-564,img08078.png,1271.4562,409.23438,0.11559274,1181.2489,84.53499,0.10444089,1151.3458,61.547066,0.10142969,1190.7649,84.84542,0.34069243,1173.8923,43.655674,0.37399644,1223.8944,44.08324,0.38669026,7.456966,288.04977,0.0532951,1003.665,959.55176,0.23341534
labeled-data,fixed_J6-564,img08819.png,493.06277,573.62396,1.0,523.7925,578.43756,1.0,512.7944,553.2084,1.0,547.42487,579.89905,0.9384386,528.77637,534.97644,1.0,557.5323,551.12085,1.0,591.44434,535.7505,1.0,701.85876,488.8684,1.0
labeled-data,fixed_J6-564,img19106.png,841.7764,787.9525,0.641806,830.70825,795.88525,0.59176534,849.83325,804.4976,1.0,818.0924,800.5715,0.8081558,857.49567,819.07355,0.84374356,832.7289,841.2564,1.0,861.2182,826.63257,1.0,853.5083,895.38074,1.0
labeled-data,fixed_J6-564,img08796.png,465.21393,566.0989,0.54777527,473.05692,544.5613,0.6113747,450.82776,541.0904,0.82654923,472.24823,520.4113,0.45016867,461.98523,508.733,0.6099573,642.0616,660.2365,0.2984014,446.18784,554.4328,0.05000486,937.1001,496.85864,1.0
